socialClass; priority; socialStatus; stamina; hunger; leisure; extraversion; agreableness; conscientiouness; emotionalStability; opennesExp; actualState
HIGH; SELF; MARRIED; 1; 1; 0; 0,08330953; 0,91058147; 0,27936745; 0,66478837; Investigation
HIGH; SELF; MARRIED; 0,033333346; 0,033333346; 0,9666667; 0,8343372; 0,93850136; 0,9454317; 0,5720092; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,2639451; 0,531423; 0,3024313; 0,96527845; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,30263168; 0,69235885; 0,8096933; 0,8676431; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,21612424; 0,2589084; 0,8066005; 0,5864979; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,0922271; 0,37623918; 0,70139074; 0,21905273; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,57018566; 0,47172385; 0,80626166; 0,094279945; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,83100075; 0,6523997; 0,09125519; 0,94575393; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,9779466; 0,9320095; 0,6204414; 0,8610329; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,35925996; 0,012467563; 0,44679886; 0,8139959; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,84882224; 0,4817555; 0,3650208; 0,8137939; Idle
HIGH; SELF; MARRIED; 0,3333334; 0,3333334; 0,666667; 0,36317748; 0,42824864; 0,3605132; 0,7444835; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,022562027; 0,81904364; 0,87168044; 0,30195755; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,15507197; 0,8844897; 0,81002057; 0,0010350943; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,5476186; 0,37277764; 0,17767864; 0,21608818; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,9387897; 0,98511136; 0,1580872; 0,054982245; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,15259129; 0,6665382; 0,25306767; 0,066063106; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,99297; 0,90727186; 0,010343194; 0,7443925; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,3291582; 0,8084164; 0,9742669; 0,571693; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,42386758; 0,25139332; 0,17881602; 0,91044474; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,99028623; 0,5164741; 0,2645377; 0,9581593; Aggressive
HIGH; SELF; MARRIED; 0,6333334; 0,6333334; 0,36666703; 0,04442489; 0,03608942; 0,81549233; 0,7274813; Investigation
HIGH; SELF; MARRIED; 0,8999998; 0,8999998; 0,10000028; 0,95862406; 0,7132096; 0,36957866; 0,18499851; Interact
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,7854627; 0,7538223; 0,85757154; 0,48437756; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,8294001; 0,73788154; 0,88787955; 0,86095107; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,933104; 0,47292405; 0,540686; 0,12263346; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,79645514; 0,89145154; 0,49376303; 0,46740842; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,16923606; 0,53968287; 0,32130194; 0,20368582; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,03658998; 0,40208745; 0,9111703; 0,86953217; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,66888213; 0,4453643; 0,8543459; 0,31538302; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,34285873; 0,2491712; 0,15208054; 0,5052672; Aggressive
HIGH; SELF; MARRIED; 0,33333337; 0,33333337; 0,666667; 0,8963553; 0,4260682; 0,46771604; 0,64267105; Interact
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,039942086; 0,6156309; 0,62402916; 0,4495628; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,5260038; 0,010096669; 0,3029008; 0,5095831; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,90733457; 0,25166196; 0,127056; 0,61593294; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,74309; 0,38402814; 0,27362257; 0,50059664; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,5739215; 0,7690187; 0,22606218; 0,35910165; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,9516086; 0,83607066; 0,86074024; 0,44039685; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,17487103; 0,5941209; 0,09025735; 0,18866223; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,9403764; 0,63388175; 0,9911829; 0,38503665; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,988735; 0,06058103; 0,4934607; 0,5879141; Idle
HIGH; SELF; MARRIED; 0,03333333; 0,03333333; 0,9666667; 0,02756983; 0,40780687; 0,3385824; 0,7737327; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,7488741; 0,7895478; 0,4618116; 0,555098; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,96899676; 0,6362628; 0,35652447; 0,032476246; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,13228661; 0,49112087; 0,027049184; 0,18658459; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,035915375; 0,046348274; 0,7944354; 0,9470051; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,25955504; 0,027986825; 0,97095937; 0,6597321; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,5964398; 0,43882436; 0,8562378; 0,020836413; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,8664621; 0,8764699; 0,32924497; 0,91546714; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,45224345; 0,107719064; 0,35949624; 0,3745801; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,75389504; 0,16504812; 0,69666994; 0,85556126; PatrolWalk
HIGH; SELF; MARRIED; 0,33333337; 0,33333337; 0,666667; 0,21616155; 0,0042492747; 0,34616876; 0,15394527; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,8507051; 0,9776299; 0,72496736; 0,18400794; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,24082303; 0,27595466; 0,64660615; 0,17724496; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,78256744; 0,8964719; 0,13091809; 0,8753662; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,4622805; 0,7236489; 0,3302167; 0,04987347; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,54683095; 0,48853904; 0,4264655; 0,6532828; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,11745703; 0,3788774; 0,1598292; 0,20228273; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,4055918; 0,41541374; 0,08403808; 0,18954968; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,49745136; 0,8131111; 0,36487156; 0,85954124; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,7983613; 0,4623043; 0,74153775; 0,7119651; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,15286082; 0,35373163; 0,36624056; 0,73354125; Idle
HIGH; SELF; MARRIED; 0,03333333; 0,03333333; 0,9666667; 0,09376162; 0,09386593; 0,25458258; 0,24959064; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,08531338; 0,88896203; 0,4733107; 0,81658614; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,9588465; 0,770166; 0,27603853; 0,07353014; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,5848958; 0,50083065; 0,6547413; 0,90661216; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,5435673; 0,7711143; 0,84455454; 0,32134128; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,4899907; 0,36967802; 0,306637; 0,770036; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,8049267; 0,22652954; 0,73989385; 0,57093537; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,11641592; 0,056618392; 0,5246152; 0,50048524; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,91287327; 0,9879516; 0,7421267; 0,8706924; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,26350445; 0,088246584; 0,79972374; 0,51144457; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,7242785; 0,19944483; 0,9407093; 0,39967525; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,60253364; 0,5074819; 0,19275677; 0,38692808; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,26004356; 0,41076893; 0,016406238; 0,8572563; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,3222823; 0,7598032; 0,88178253; 0,8980101; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,4663561; 0,72853804; 0,76976305; 0,101082444; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,42622757; 0,4360909; 0,38722193; 0,43550444; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,41840458; 0,35548902; 0,95416623; 0,9650841; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,12874413; 0,938991; 0,7740174; 0,12937552; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,7926741; 0,4433745; 0,5339889; 0,67849845; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,012542605; 0,28253615; 0,3423198; 0,9578061; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,75457877; 0,15327162; 0,44250774; 0,58340496; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,03615141; 0,45556313; 0,2893145; 0,23395991; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,6772971; 0,7461285; 0,5822144; 0,3866307; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,74704987; 0,5722568; 0,40241706; 0,8437802; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,7639032; 0,3701322; 0,5036272; 0,705839; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,76170015; 0,24444157; 0,23510629; 0,6754523; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,61840487; 0,70643896; 0,9976642; 0,6308841; Investigation
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,81198126; 0,105030656; 0,86884606; 0,17538643; Interact
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,39724672; 0,774798; 0,7433617; 0,4215309; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,5671168; 0,42168438; 0,027425647; 0,8046271; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,23289484; 0,2097432; 0,832412; 0,8390158; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,37333906; 0,6119776; 0,25137138; 0,6212166; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,16002011; 0,35603195; 0,5154403; 0,34367216; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,89496046; 0,8664309; 0,24476838; 0,0536263; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6996028; 0,2408964; 0,041538298; 0,8606924; Aggressive
HIGH; SELF; MARRIED; 1; 1; 0; 0,7167645; 0,4731207; 0,8937789; 0,671904; Investigation
HIGH; SELF; MARRIED; 0; 0; 1; 0,012653232; 0,14991152; 0,74341893; 0,24791205; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,22723037; 0,46131182; 0,59886307; 0,13293678; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,52016485; 0,25669962; 0,383026; 0,709142; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,49386078; 0,60132384; 0,7634103; 0,05636102; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,29880238; 0,043482363; 0,213175; 0,2422694; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,8348272; 0,8586071; 0,17517287; 0,9410239; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,12337947; 0,49891543; 0,81706136; 0,1431843; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,95085204; 0,06998372; 0,5862996; 0,91666484; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,8624015; 0,33105236; 0,09920639; 0,96088445; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,09891325; 0,17369068; 0,038791955; 0,14855134; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,77189255; 0,56963354; 0,7073996; 0,22426862; PatrolWalk
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,07676804; 0,37172914; 0,08549714; 0,6321647; Investigation
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,4689327; 0,08379644; 0,37168235; 0,92283696; Investigation
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,45686483; 0,030053973; 0,8952452; 0,6424748; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,35416228; 0,84830856; 0,95180494; 0,18465161; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,4412902; 0,08655119; 0,5559964; 0,14507729; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,23093724; 0,08954805; 0,7999308; 0,53677887; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,72408164; 0,12152666; 0,50085247; 0,7569776; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,7094479; 0,3353942; 0,518768; 0,15195721; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,7387035; 0,5125808; 0,42155194; 0,4093116; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,22284657; 0,9796461; 0,20186484; 0,92894006; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,4621498; 0,44344968; 0,01677084; 0,12165403; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,56840944; 0,24816817; 0,8319208; 0,6268416; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,024341583; 0,92124087; 0,07058394; 0,3751434; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,109096885; 0,58042973; 0,87434596; 0,4965126; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,38921762; 0,5468435; 0,92831534; 0,84719384; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,8332094; 0,2539786; 0,6739867; 0,09013921; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,223149; 0,12548763; 0,27714092; 0,6847494; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,7492118; 0,19402897; 0,833253; 0,2924512; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6984221; 0,3910638; 0,71934974; 0,113315046; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,9528265; 0,45876884; 0,7049722; 0,6431035; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,4581645; 0,748027; 0,4915347; 0,9724306; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,675287; 0,638106; 0,5121868; 0,40705025; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,32271463; 0,99377596; 0,5550671; 0,4592688; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,3541497; 0,41739786; 0,38698727; 0,7142172; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,54151034; 0,50696576; 0,33837295; 0,8778216; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,47831362; 0,58571935; 0,5334825; 0,20229733; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,50801665; 0,778141; 0,24117178; 0,062538326; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,9398459; 0,119793; 0,75594884; 0,40468353; Interact
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,17305893; 0,786024; 0,034762025; 0,9709969; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,25409108; 0,08142251; 0,9736428; 0,17894548; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,5534024; 0,14036322; 0,8182956; 0,2670225; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,89334357; 0,19542205; 0,7478065; 0,7709536; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,837799; 0,52741313; 0,86817646; 0,3617618; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,9406806; 0,047500372; 0,9723422; 0,6263039; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,5825734; 0,6217738; 0,29635662; 0,90582454; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,78089935; 0,14409387; 0,63166165; 0,14101791; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,05036509; 0,3659675; 0,41956168; 0,84446317; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,41135025; 0,9809924; 0,50103545; 0,113129675; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,58883476; 0,5687154; 0,36127442; 0,53715754; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,91382146; 0,6612109; 0,31378394; 0,062383235; Interact
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,34853798; 0,047256887; 0,10541105; 0,5421494; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,40244502; 0,42088747; 0,16768044; 0,7627638; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,4876206; 0,77708066; 0,32355905; 0,3085302; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,7244134; 0,7470744; 0,5499094; 0,5929382; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,61441195; 0,60169786; 0,96798843; 0,043802798; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,007813513; 0,99749655; 0,07436758; 0,01178509; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,23048091; 0,68168944; 0,18012458; 0,16906852; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,391069; 0,3537169; 0,51132905; 0,6268432; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,1190055; 0,28885627; 0,25822884; 0,70466304; Aggressive
HIGH; SELF; MARRIED; 1; 1; 0; 0,47627866; 0,0616979; 0,4848045; 0,6623411; Investigation
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,6910743; 0,7162477; 0,75918144; 0,06369704; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,75666124; 0,8241494; 0,0038558245; 0,45961165; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,66311556; 0,5445435; 0,9951528; 0,5245184; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,43446732; 0,6256213; 0,7770468; 0,8704932; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,8661858; 0,1020118; 0,22115934; 0,42246842; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,77494794; 0,14624858; 0,6015032; 0,75326073; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,63263565; 0,2921989; 0,87105787; 0,017020345; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,5464115; 0,17643756; 0,7891125; 0,9098744; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6478368; 0,7108055; 0,9013507; 0,6565153; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,06187153; 0,75017935; 0,36926287; 0,03691572; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,4627158; 0,74721885; 0,2753067; 0,87715954; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,37225354; 0,18069094; 0,2958423; 0,40221322; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,82090455; 0,8137425; 0,84115195; 0,21271384; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,97856027; 0,5089784; 0,12948024; 0,030892551; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,48699874; 0,3523221; 0,33497238; 0,8495576; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,69279397; 0,025211513; 0,77326137; 0,10713017; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,7961788; 0,05418086; 0,2968316; 0,91181695; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,55708605; 0,06926614; 0,68424153; 0,26861328; PatrolWalk
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,73048735; 0,90539294; 0,52086836; 0,38236958; Interact
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6126677; 0,36666024; 0,9235511; 0,3647853; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,47994012; 0,37425262; 0,14748311; 0,20949715; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,354406; 0,35065943; 0,8424408; 0,5512885; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,39693248; 0,65584624; 0,025655866; 0,43813372; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,006774366; 0,40317273; 0,6996066; 0,12221533; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,737428; 0,7409567; 0,89358115; 0,2821232; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,9083831; 0,051981986; 0,40924352; 0,23343086; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,7671262; 0,4060048; 0,27772897; 0,64830613; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,9145055; 0,55942005; 0,9166207; 0,7564683; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,5562148; 0,91835886; 0,03824246; 0,070379436; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,666673; 0,9616193; 0,4450342; 0,26443678; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,87247145; 0,024412334; 0,9568803; 0,074128866; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,52210677; 0,37984753; 0,82965076; 0,09770495; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,35256106; 0,9972004; 0,02307719; 0,7766613; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,30140412; 0,42508918; 0,44009185; 0,40283042; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,8148669; 0,24964303; 0,84851354; 0,9035954; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,50157535; 0,094688; 0,83817947; 0,16248703; Interact
HIGH; SELF; MARRIED; 0; 0; 1; 0,29145086; 0,7993049; 0,59078777; 0,4837879; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,23159534; 0,04911059; 0,97146976; 0,51388276; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,4705857; 0,44819355; 0,641117; 0,3697446; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,7106706; 0,23697221; 0,27610087; 0,57246554; Aggressive
HIGH; SELF; MARRIED; 1; 1; 0; 0,03564787; 0,24827456; 0,13291252; 0,58521813; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,23989433; 0,71809196; 0,6994058; 0,06410122; PatrolWalk
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,33627468; 0,7953101; 0,7691596; 0,13926923; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,5037146; 0,14561492; 0,12637544; 0,8770197; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,69729507; 0,89015937; 0,4706844; 0,35606354; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,8871707; 0,8610787; 0,22824085; 0,61462134; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,1040827; 0,30340934; 0,04467064; 0,47371024; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,58083636; 0,10494298; 0,15434569; 0,40604222; Aggressive
